Date	 NEE	 CH4_s1	 CH4_s2	 H 	 LE	 Tair	 Tsoil 5cm	 Tsoil 10cm	 Tsoil 20cm	 Tsoil 30cm	 Tsoil 40cm	  Tsoil 50cm	  Tsoil 100cm	  Tsoil 200cm	  Water Table	  RH	  Prec	 
-	 [g m-2 d-1]	 [g m-2 d-1]	 [g m-2 d-1]	 [Wm-2]	 [Wm-2]	 [C]	 [C]	 [C]	 [C]	 [C]	 [C]	  [C]	  [C]	  [C]	  [m]	  [%]	  [inches d-1]	
42999	 -0.451	 0.0760	 0.0851	 18.7	 75.1	 13.8	 14.4	 14.4	 17.7	 13.5	 13.2	 13.0	 11.2	 8.091	 2.7	 83.1	 0.000	
43000	 0.974	 0.0729	 0.0860	 2.5	 42.4	 21.4	 14.3	 14.2	 17.6	 13.5	 13.1	 13.0	 11.2	 8.105	 2.1	 91.6	 0.000	
43001	 0.891	 0.0700	 0.0761	 -3.1	 35.6	 17.5	 14.6	 14.6	 17.6	 13.5	 13.1	 13.0	 11.2	 8.129	 2.4	 89.3	 0.003	
43002	 -0.155	 0.0805	 0.0914	 11.3	 66.6	 18.8	 14.8	 14.8	 17.8	 13.6	 13.2	 13.0	 11.3	 8.155	 5.7	 75.3	 0.014	
43003	 0.140	 0.0712	 0.0805	 7.8	 25.5	 11.4	 15.0	 15.1	 17.9	 13.6	 13.2	 13.0	 11.3	 8.172	 5.7	 98.4	 0.000	
43004	 0.268	 0.0735	 0.0869	 0.7	 29.0	 10.1	 14.8	 14.8	 17.9	 13.7	 13.3	 13.1	 11.3	 8.193	 7.8	 75.2	 0.010	
43005	 -0.367	 0.0690	 0.0781	 14.5	 39.9	 10.2	 14.5	 14.4	 17.7	 13.7	 13.3	 13.1	 11.3	 8.219	 7.8	 93.1	 0.000	
43006	 -0.054	 0.0708	 0.0725	 1.0	 33.1	 10.5	 14.2	 14.1	 17.4	 13.6	 13.3	 13.1	 11.3	 8.230	 7.5	 89.5	 0.001	
43007	 -0.356	 0.0595	 0.0790	 13.3	 40.2	 7.3	 13.9	 13.7	 17.2	 13.5	 13.2	 13.1	 11.3	 8.247	 7.5	 94.1	 0.000	
43008	 -0.697	 0.0715	 0.0799	 19.3	 59.2	 10.0	 13.5	 13.3	 16.9	 13.4	 13.2	 13.0	 11.3	 8.272	 6.9	 85.6	 0.000	
43009	 0.407	 0.0665	 0.0750	 -6.6	 29.1	 12.8	 13.2	 13.0	 16.6	 13.3	 13.1	 13.0	 11.3	 8.279	 8.1	 86.3	 0.006	
43010	 0.520	 0.0675	 0.0736	 -10.0	 26.8	 13.0	 13.1	 13.0	 16.4	 13.1	 12.9	 12.9	 11.4	 8.303	 9.0	 88.0	 0.005	
43011	 0.335	 0.0712	 0.0769	 -5.7	 39.3	 10.8	 13.1	 13.0	 16.3	 13.0	 12.8	 12.8	 11.4	 8.321	 10.5	 82.0	 0.007	
43012	 -0.149	 0.0679	 0.0857	 8.2	 42.2	 8.5	 13.0	 12.9	 16.3	 12.9	 12.8	 12.7	 11.4	 8.340	 10.5	 93.0	 0.000	
43013	 -0.178	 0.0677	 0.0737	 9.9	 50.0	 8.6	 12.7	 12.5	 16.0	 12.8	 12.7	 12.7	 11.4	 8.352	 9.9	 86.0	 0.000	
43014	 -0.162	 0.0649	 0.0638	 2.3	 40.6	 5.4	 12.5	 12.1	 15.8	 12.7	 12.6	 12.6	 11.4	 8.373	 9.3	 92.0	 0.000	
43015	 -0.325	 0.0626	 0.0713	 5.4	 49.5	 9.9	 12.1	 11.7	 15.5	 12.6	 12.5	 12.5	 11.4	 8.383	 9.3	 86.5	 0.000	
43016	 0.126	 0.0618	 0.0670	 -1.0	 45.7	 10.1	 11.9	 11.5	 15.2	 12.4	 12.3	 12.4	 11.3	 8.391	 9.0	 78.7	 0.000	
43017	 -0.034	 0.0676	 0.0560	 6.1	 37.4	 4.8	 11.8	 11.4	 15.1	 12.3	 12.2	 12.3	 11.3	 8.415	 8.7	 87.1	 0.000	
43018	 -0.014	 0.0638	 0.0795	 15.1	 50.1	 3.5	 11.4	 11.0	 14.8	 12.1	 12.1	 12.2	 11.3	 8.418	 8.1	 82.7	 0.000	
43019	 -0.099	 0.0563	 0.0601	 8.4	 60.8	 6.4	 11.0	 10.4	 14.4	 12.0	 12.0	 12.1	 11.3	 8.436	 7.5	 74.9	 0.000	
43020	 -0.161	 0.0564	 0.0593	 -3.7	 50.1	 10.4	 10.8	 10.2	 14.1	 11.8	 11.8	 12.0	 11.3	 8.432	 6.9	 90.9	 0.000	
43021	 0.092	 0.0604	 0.0690	 14.8	 51.2	 6.8	 10.9	 10.5	 13.9	 11.6	 11.6	 11.8	 11.3	 8.450	 6.6	 83.8	 0.000	
43022	 0.161	 0.0558	 0.0585	 -10.3	 36.5	 3.8	 10.8	 10.3	 13.8	 11.5	 11.5	 11.7	 11.2	 8.463	 6.9	 81.6	 0.002	
43023	 0.162	 0.0539	 0.0627	 2.0	 33.5	 3.0	 10.5	 9.9	 13.5	 11.4	 11.4	 11.6	 11.2	 8.477	 7.2	 90.7	 0.001	
43024	 -0.201	 0.0532	 0.0565	 -9.8	 59.7	 7.4	 10.3	 9.7	 13.2	 11.2	 11.3	 11.5	 11.2	 8.497	 6.9	 76.5	 0.000	
43025	 -0.278	 0.0518	 0.0539	 -10.9	 56.3	 11.3	 10.1	 9.4	 12.9	 11.1	 11.1	 11.4	 11.1	 8.495	 6.3	 74.1	 0.000	
43026	 0.202	 0.0612	 0.0697	 -33.5	 69.6	 13.1	 10.1	 9.4	 12.7	 10.9	 11.0	 11.3	 11.1	 8.508	 5.7	 52.8	 0.000	
43027	 -0.064	 0.0520	 0.0531	 -17.3	 54.9	 12.5	 10.0	 9.4	 12.5	 10.8	 10.9	 11.2	 11.1	 8.525	 5.4	 56.1	 0.000	
43028	 -0.358	 0.0523	 0.0529	 -7.7	 44.8	 16.3	 10.0	 9.4	 12.4	 10.7	 10.8	 11.1	 11.0	 8.531	 5.1	 71.5	 0.000	
43029	 1.140	 0.0507	 0.0512	 -34.8	 17.9	 15.1	 10.1	 9.7	 12.3	 10.6	 10.7	 11.0	 11.0	 8.530	 6.9	 78.2	 0.007	
43030	 0.351	 0.0550	 0.0677	 -16.5	 54.3	 10.4	 10.4	 10.1	 12.4	 10.6	 10.6	 10.9	 10.9	 8.545	 6.9	 62.6	 0.000	
43031	 0.425	 0.0535	 0.0564	 -21.6	 27.7	 8.0	 10.4	 10.1	 12.4	 10.6	 10.6	 10.8	 10.9	 8.552	 6.6	 85.4	 0.001	
43032	 0.200	 0.0524	 0.0714	 7.7	 46.6	 3.6	 10.1	 9.9	 12.3	 10.6	 10.6	 10.8	 10.9	 8.566	 6.0	 89.2	 0.000	
43033	 0.045	 0.0502	 0.0534	 4.6	 30.4	 4.2	 9.7	 9.4	 12.0	 10.5	 10.6	 10.8	 10.8	 8.567	 5.4	 93.0	 0.000	
43034	 0.534	 0.0478	 0.0478	 -14.9	 18.4	 5.0	 9.6	 9.1	 11.7	 10.4	 10.5	 10.7	 10.8	 8.578	 6.9	 93.2	 0.003	
43035	 0.467	 0.0490	 0.0558	 -6.9	 9.9	 -1.5	 9.3	 8.9	 11.5	 10.3	 10.4	 10.6	 10.7	 8.595	 6.9	 97.9	 0.000	
43036	 0.418	 0.0476	 0.0434	 -4.6	 5.7	 -2.6	 8.9	 8.4	 11.1	 10.2	 10.3	 10.6	 10.7	 8.599	 6.9	 100.0	 0.000	
43037	 0.325	 0.0462	 0.0446	 -10.5	 7.3	 0.3	 8.7	 8.0	 10.7	 10.0	 10.1	 10.5	 10.7	 8.600	 7.2	 95.7	 0.000	
43038	 0.219	 0.0447	 0.0449	 -9.7	 12.7	 -1.3	 8.4	 7.8	 10.4	 9.8	 10.0	 10.3	 10.6	 8.600	 7.5	 96.5	 0.001	
43039	 0.353	 0.0458	 0.0424	 -7.5	 5.8	 -4.1	 8.1	 7.5	 10.2	 9.7	 9.9	 10.2	 10.6	 8.611	 7.2	 100.0	 0.000	
43040	 0.365	 0.0454	 0.0383	 -11.8	 4.4	 -3.0	 7.9	 7.3	 9.9	 9.5	 9.7	 10.1	 10.6	 8.606	 7.2	 99.1	 0.004	
43041	 0.517	 0.0474	 0.0442	 -11.0	 2.5	 -1.3	 7.7	 7.2	 9.7	 9.3	 9.5	 10.0	 10.5	 8.604	 7.2	 99.5	 0.000	
43042	 0.300	 0.0386	 0.0344	 -8.6	 1.8	 -3.9	 7.6	 7.0	 9.5	 9.2	 9.4	 9.8	 10.5	 8.613	 7.2	 99.9	 0.001	
43043	 0.458	 0.0424	 0.0361	 -11.8	 1.7	 -1.0	 7.4	 6.9	 9.4	 9.0	 9.3	 9.7	 10.4	 8.600	 7.8	 95.0	 0.004	
43044	 0.485	 0.0407	 0.0395	 -9.0	 9.7	 -3.0	 7.2	 6.7	 9.2	 8.9	 9.1	 9.6	 10.4	 8.609	 7.8	 93.5	 0.000	
43045	 0.382	 0.0402	 0.0405	 -14.6	 4.2	 -5.7	 7.1	 6.5	 9.1	 8.7	 9.0	 9.5	 10.3	 8.613	 7.8	 96.7	 0.000	
43046	 0.507	 0.0394	 0.0391	 -21.0	 4.0	 -7.6	 6.9	 6.4	 8.9	 8.6	 8.8	 9.3	 10.3	 8.616	 7.5	 99.0	 0.000	
43047	 0.378	 0.0355	 0.0361	 -11.7	 0.9	 -6.3	 6.8	 6.2	 8.7	 8.4	 8.7	 9.2	 10.2	 8.615	 7.2	 98.9	 0.000	
43048	 0.302	 0.0373	 0.0357	 -13.9	 3.4	 -14.0	 6.6	 6.1	 8.6	 8.3	 8.6	 9.1	 10.2	 8.612	 7.2	 100.0	 0.000	
43049	 0.255	 0.0399	 0.0324	 -13.3	 2.5	 -14.7	 6.5	 5.9	 8.4	 8.2	 8.5	 9.0	 10.1	 8.603	 6.9	 100.0	 0.000	
43050	 0.349	 0.0381	 0.0340	 -9.4	 4.8	 -4.1	 6.3	 5.7	 8.3	 8.0	 8.3	 8.9	 10.0	 8.601	 6.6	 100.0	 0.000	
43051	 0.449	 0.0346	 0.0313	 -8.3	 4.9	 -3.7	 6.1	 5.5	 8.2	 7.9	 8.2	 8.8	 10.0	 8.606	 6.6	 100.0	 0.000	
43052	 0.321	 0.0381	 0.0309	 -8.6	 4.6	 -2.7	 6.0	 5.4	 8.1	 7.8	 8.1	 8.6	 9.9	 8.598	 6.3	 98.8	 0.000	
43053	 0.617	 0.0377	 0.0299	 -26.1	 10.9	 2.4	 5.8	 5.3	 8.0	 7.6	 7.9	 8.5	 9.9	 8.591	 7.8	 90.1	 0.000	
43054	 0.443	 0.0375	 0.0293	 -9.7	 9.4	 -1.7	 5.6	 5.2	 8.0	 7.5	 7.8	 8.4	 9.8	 8.594	 8.1	 92.1	 0.000	
43055	 0.279	 0.0369	 0.0291	 -7.0	 7.6	 -5.5	 5.5	 5.1	 7.9	 7.4	 7.7	 8.3	 9.7	 8.589	 7.8	 97.0	 0.000	
43056	 0.389	 0.0367	 0.0288	 -9.7	 6.6	 -0.5	 5.4	 5.0	 7.9	 7.2	 7.6	 8.2	 9.7	 8.589	 7.8	 95.6	 0.001	
43057	 0.167	 0.0316	 0.0328	 -4.6	 6.9	 -7.4	 5.3	 4.9	 7.8	 7.1	 7.5	 8.1	 9.6	 8.573	 7.5	 96.8	 0.000	
43058	 0.308	 0.0309	 0.0263	 -8.6	 3.9	 -10.0	 5.2	 4.8	 7.8	 7.0	 7.4	 8.0	 9.5	 8.574	 7.2	 95.8	 0.000	
43059	 0.315	 0.0354	 0.0280	 -18.0	 5.6	 -1.8	 5.0	 4.7	 7.8	 6.9	 7.2	 7.9	 9.5	 8.561	 6.9	 84.2	 0.000	
43060	 0.206	 0.0275	 0.0267	 -3.4	 12.2	 -8.1	 4.8	 4.5	 7.6	 6.8	 7.1	 7.8	 9.4	 8.556	 6.9	 94.0	 0.000	
43061	 0.284	 0.0336	 0.0268	 -9.6	 4.8	 -10.1	 4.6	 4.3	 7.5	 6.7	 7.0	 7.7	 9.3	 8.542	 6.3	 98.5	 0.000	
43062	 0.359	 0.0306	 0.0269	 -16.0	 8.8	 -3.2	 4.4	 4.1	 7.3	 6.5	 6.9	 7.6	 9.3	 8.537	 6.3	 89.3	 0.000	
43063	 0.411	 0.0303	 0.0258	 -25.9	 1.0	 4.0	 4.2	 3.9	 7.3	 6.4	 6.8	 7.5	 9.2	 8.526	 6.3	 85.0	 0.001	
43064	 0.307	 0.0265	 0.0270	 -8.3	 14.2	 -6.4	 4.1	 3.7	 7.1	 6.2	 6.6	 7.4	 9.1	 8.514	 6.3	 86.7	 0.000	
43065	 0.353	 0.0299	 0.0289	 -14.5	 6.2	 -1.5	 4.0	 3.7	 6.9	 6.1	 6.5	 7.3	 9.1	 8.505	 6.0	 94.6	 0.000	
43066	 0.404	 0.0316	 0.0244	 -23.7	 8.6	 1.8	 3.9	 3.6	 6.9	 6.0	 6.4	 7.1	 9.0	 8.495	 6.0	 89.6	 0.000	
43067	 0.449	 0.0353	 0.0265	 -30.7	 19.2	 0.1	 3.8	 3.5	 6.8	 5.8	 6.3	 7.0	 9.0	 8.481	 6.0	 77.8	 0.000	
43068	 0.322	 0.0308	 0.0245	 -12.6	 10.6	 -3.3	 3.7	 3.4	 6.7	 5.7	 6.2	 6.9	 8.9	 8.468	 5.7	 75.0	 0.000	
43069	 0.409	 0.0295	 0.0298	 -18.7	 9.0	 0.1	 3.6	 3.3	 6.6	 5.6	 6.1	 6.8	 8.8	 8.456	 5.7	 90.6	 0.000	
43070	 0.429	 0.0300	 0.0236	 -19.9	 11.8	 -0.3	 3.5	 3.2	 6.5	 5.5	 6.0	 6.7	 8.8	 8.448	 5.4	 90.8	 0.000	
43071	 0.322	 0.0290	 0.0235	 -12.6	 10.6	 -2.1	 3.4	 3.1	 6.4	 5.4	 5.8	 6.6	 8.7	 8.432	 5.4	 92.0	 0.000	
43072	 0.405	 0.0293	 0.0230	 -17.5	 13.3	 -0.2	 3.3	 3.0	 6.3	 5.3	 5.8	 6.5	 8.6	 8.414	 5.1	 87.9	 0.000	
43073	 0.575	 0.0271	 0.0223	 -15.8	 6.5	 1.6	 3.2	 2.9	 6.3	 5.2	 5.6	 6.4	 8.5	 8.398	 7.5	 83.6	 0.006	
43074	 -0.122	 0.0287	 0.0225	 7.8	 10.3	 -11.6	 3.0	 2.7	 6.3	 5.1	 5.5	 6.3	 8.5	 8.389	 6.9	 99.9	 0.000	
43075	 -0.002	 0.0254	 0.0243	 -8.6	 1.6	 -12.8	 2.9	 2.7	 6.1	 5.0	 5.4	 6.2	 8.4	 8.374	 6.9	 100.0	 0.000	
43076	 0.388	 0.0234	 0.0223	 -0.9	 4.5	 -11.6	 2.8	 2.6	 6.0	 4.9	 5.4	 6.1	 8.3	 8.366	 6.3	 99.3	 0.000	
43077	 0.259	 0.0230	 0.0226	 -0.8	 6.3	 -7.5	 2.7	 2.5	 6.0	 4.8	 5.3	 6.1	 8.3	 8.350	 6.0	 99.9	 0.000	
43078	 0.450	 0.0233	 0.0221	 0.1	 5.0	 -10.1	 2.6	 2.4	 5.9	 4.7	 5.2	 6.0	 8.2	 8.326	 5.7	 100.0	 0.000	
43079	 0.302	 0.0211	 0.0231	 -0.5	 4.5	 -8.1	 2.5	 2.3	 5.8	 4.6	 5.1	 5.9	 8.2	 8.307	 5.7	 100.0	 0.000	
43080	 0.235	 0.0259	 0.0229	 -12.4	 4.9	 -8.1	 2.4	 2.2	 5.7	 4.5	 5.0	 5.8	 8.1	 8.297	 5.7	 96.6	 0.002	
43081	 0.277	 0.0261	 0.0196	 -8.4	 1.0	 -14.3	 2.3	 2.1	 5.6	 4.4	 4.9	 5.7	 8.0	 8.272	 5.4	 97.3	 0.000	
43082	 0.392	 0.0220	 0.0239	 -1.7	 3.0	 -8.6	 2.2	 2.0	 5.7	 4.3	 4.8	 5.6	 8.0	 8.256	 5.4	 100.0	 0.000	
43083	 0.328	 0.0243	 0.0212	 -2.1	 1.9	 -10.5	 2.1	 2.0	 5.6	 4.2	 4.7	 5.5	 7.9	 8.235	 5.1	 100.0	 0.000	
43084	 0.239	 0.0228	 0.0203	 -1.5	 2.2	 -12.0	 2.0	 1.9	 5.5	 4.1	 4.6	 5.4	 7.8	 8.215	 5.1	 100.0	 0.000	
43085	 0.284	 0.0254	 0.0186	 -4.3	 2.9	 -8.8	 1.9	 1.8	 5.5	 4.0	 4.5	 5.4	 7.8	 8.199	 5.1	 99.5	 0.000	
43086	 0.381	 0.0253	 0.0194	 -13.6	 2.2	 -4.9	 1.9	 1.8	 5.4	 4.0	 4.4	 5.3	 7.7	 8.185	 4.8	 100.0	 0.000	
43087	 0.395	 0.0255	 0.0186	 -16.8	 -2.5	 -1.6	 1.8	 1.7	 5.5	 3.9	 4.3	 5.2	 7.6	 8.158	 5.1	 98.9	 0.001	
43088	 0.390	 0.0295	 0.0222	 -16.3	 2.6	 -6.4	 1.8	 1.7	 5.4	 3.8	 4.3	 5.1	 7.6	 8.139	 5.1	 99.8	 0.000	
43089	 0.280	 0.0218	 0.0169	 -7.1	 0.5	 -15.9	 1.7	 1.7	 5.3	 3.7	 4.2	 5.0	 7.5	 8.112	 4.5	 100.0	 0.000	
43090	 0.295	 0.0241	 0.0188	 -9.6	 -0.2	 -15.8	 1.7	 1.6	 5.3	 3.7	 4.1	 5.0	 7.5	 8.094	 4.5	 100.0	 0.000	
43091	 0.260	 0.0234	 0.0179	 -11.4	 -0.4	 -17.1	 1.6	 1.6	 5.3	 3.6	 4.1	 4.9	 7.4	 8.071	 4.5	 100.0	 0.000	
43092	 0.347	 0.0219	 0.0187	 -9.2	 -1.7	 -11.3	 1.6	 1.6	 5.2	 3.6	 4.0	 4.8	 7.3	 8.053	 3.9	 99.8	 0.000	
43093	 0.412	 0.0193	 0.0191	 -10.9	 -2.2	 -17.9	 1.5	 1.5	 5.2	 3.5	 3.9	 4.8	 7.3	 8.033	 3.6	 98.6	 0.000	
43094	 0.278	 0.0223	 0.0177	 -15.0	 -0.2	 -26.6	 1.5	 1.5	 5.1	 3.4	 3.9	 4.7	 7.2	 8.011	 3.3	 99.8	 0.000	
43095	 0.216	 0.0200	 0.0150	 -16.4	 -1.8	 -26.9	 1.4	 1.4	 5.1	 3.4	 3.8	 4.7	 7.2	 7.990	 3.3	 100.0	 0.000	
43096	 0.283	 0.0232	 0.0191	 -15.9	 -1.1	 -29.7	 1.4	 1.4	 5.0	 3.3	 3.8	 4.6	 7.1	 7.984	 2.4	 99.9	 0.000	
43097	 0.285	 0.0238	 0.0188	 -16.9	 -1.1	 -21.8	 1.3	 1.3	 5.0	 3.3	 3.7	 4.5	 7.0	 7.947	 3.0	 99.9	 0.000	
43098	 0.210	 0.0197	 0.0177	 -16.0	 -1.3	 -23.9	 1.2	 1.3	 5.0	 3.2	 3.6	 4.5	 7.0	 7.934	 3.3	 98.7	 0.000	
43099	 0.037	 0.0203	 0.0167	 -17.5	 -1.4	 -28.1	 1.2	 1.2	 4.9	 3.1	 3.6	 4.4	 6.9	 7.908	 3.0	 99.7	 0.000	
43100	 0.249	 0.0204	 0.0149	 -16.1	 -1.2	 -29.3	 1.1	 1.2	 4.8	 3.1	 3.5	 4.4	 6.9	 7.884	 2.7	 100.0	 0.000	
43101	 0.313	 0.0185	 0.0145	 -18.0	 -0.9	 -23.2	 1.1	 1.1	 4.8	 3.0	 3.5	 4.3	 6.8	 7.860	 2.4	 100.0	 0.000	
43102	 0.314	 0.0194	 0.0185	 -16.4	 -0.7	 -18.0	 1.0	 1.1	 4.9	 3.0	 3.4	 4.2	 6.7	 7.830	 2.4	 100.0	 0.000	
43103	 0.179	 0.0198	 0.0179	 -17.3	 -1.2	 -22.0	 1.0	 1.1	 4.9	 2.9	 3.3	 4.2	 6.7	 7.807	 1.8	 98.1	 0.000	
43104	 0.283	 0.0230	 0.0194	 -17.2	 -1.1	 -28.2	 1.0	 1.0	 4.9	 2.9	 3.3	 4.1	 6.6	 7.784	 2.1	 99.6	 0.000	
43105	 0.283	 0.0225	 0.0197	 -17.2	 -0.9	 -28.2	 0.9	 1.0	 4.8	 2.8	 3.2	 4.1	 6.6	 7.764	 2.1	 99.7	 0.000	
43106	 0.283	 0.0221	 0.0199	 -11.1	 0.5	 -21.2	 0.9	 1.0	 4.9	 2.8	 3.2	 4.0	 6.5	 7.738	 2.1	 99.8	 0.000	
43107	 0.318	 0.0215	 0.0208	 -13.2	 -1.0	 -7.3	 0.9	 0.9	 5.1	 2.7	 3.1	 4.0	 6.5	 7.712	 1.8	 100.0	 0.000	
43108	 0.269	 0.0220	 0.0197	 -18.6	 -3.6	 -6.6	 0.9	 0.9	 5.1	 2.7	 3.1	 3.9	 6.4	 7.681	 1.5	 97.9	 0.000	
43109	 0.310	 0.0212	 0.0196	 -12.2	 0.3	 -7.1	 0.8	 0.9	 5.0	 2.6	 3.0	 3.9	 6.4	 7.667	 1.5	 92.1	 0.000	
43110	 0.470	 0.0221	 0.0195	 -14.4	 2.1	 0.4	 0.8	 0.9	 5.2	 2.6	 3.0	 3.8	 6.3	 7.640	 1.5	 95.2	 0.002	
43111	 0.170	 0.0247	 0.0209	 -14.5	 1.1	 -16.8	 0.8	 0.8	 5.1	 2.6	 3.0	 3.8	 6.3	 7.611	 1.8	 85.1	 0.002	
43112	 0.259	 0.0192	 0.0176	 -18.9	 -1.1	 -26.5	 0.8	 0.8	 4.9	 2.5	 2.9	 3.7	 6.2	 7.591	 1.8	 90.2	 0.000	
43113	 0.286	 0.0220	 0.0192	 -16.6	 -0.3	 -27.8	 0.8	 0.8	 4.8	 2.5	 2.9	 3.7	 6.2	 7.564	 1.8	 96.9	 0.000	
43114	 0.310	 0.0216	 0.0193	 -14.0	 0.2	 -21.2	 0.8	 0.8	 4.9	 2.5	 2.8	 3.7	 6.1	 7.544	 1.8	 96.4	 0.001	
43115	 0.212	 0.0198	 0.0203	 -11.2	 -0.1	 -17.9	 0.7	 0.7	 4.9	 2.4	 2.8	 3.6	 6.1	 7.513	 1.5	 100.0	 0.000	
43116	 0.321	 0.0198	 0.0191	 -11.3	 0.3	 -17.3	 0.7	 0.7	 4.8	 2.4	 2.8	 3.6	 6.0	 7.486	 1.5	 97.1	 0.000	
43117	 0.385	 0.0201	 0.0200	 -21.1	 0.5	 -8.3	 0.7	 0.7	 4.9	 2.4	 2.7	 3.5	 6.0	 7.467	 0.3	 88.0	 0.000	
43118	 0.396	 0.0199	 0.0202	 -10.8	 3.8	 -2.2	 0.7	 0.7	 5.0	 2.3	 2.7	 3.5	 5.9	 7.440	 0.9	 96.4	 0.000	
43119	 0.346	 0.0215	 0.0204	 -16.1	 2.4	 1.6	 0.7	 0.7	 5.1	 2.3	 2.7	 3.5	 5.9	 7.408	 0.9	 86.7	 0.000	
43120	 0.247	 0.0215	 0.0193	 -11.8	 3.5	 -3.1	 0.7	 0.7	 5.0	 2.3	 2.6	 3.4	 5.8	 7.389	 0.6	 96.7	 0.000	
43121	 0.300	 0.0192	 0.0185	 -7.4	 1.1	 -7.3	 0.7	 0.7	 4.9	 2.3	 2.6	 3.4	 5.8	 7.360	 0.3	 100.0	 0.000	
43122	 0.435	 0.0196	 0.0194	 -6.6	 3.5	 -4.9	 0.6	 0.7	 4.9	 2.2	 2.6	 3.4	 5.8	 7.344	 0.3	 99.9	 0.000	
43123	 0.294	 0.0201	 0.0181	 -15.2	 -1.8	 -12.5	 0.7	 0.6	 4.9	 2.2	 2.5	 3.3	 5.7	 7.309	 0.3	 93.8	 0.000	
43124	 0.304	 0.0211	 0.0191	 -8.8	 1.9	 -8.1	 0.6	 0.6	 4.9	 2.2	 2.5	 3.3	 5.7	 7.294	 0.0	 99.2	 0.000	
43125	 0.329	 0.0214	 0.0191	 -6.2	 4.5	 -5.9	 0.6	 0.6	 4.9	 2.2	 2.5	 3.3	 5.6	 7.258	 0.0	 100.0	 0.000	
43126	 0.341	 0.0204	 0.0193	 -7.3	 7.0	 -1.0	 0.6	 0.6	 5.0	 2.1	 2.5	 3.2	 5.6	 7.236	 0.3	 92.8	 0.000	
43127	 0.348	 0.0206	 0.0171	 -4.5	 6.7	 -7.4	 0.6	 0.6	 4.9	 2.1	 2.4	 3.2	 5.6	 7.212	 0.0	 99.8	 0.000	
43128	 0.415	 0.0170	 0.0169	 -7.1	 1.1	 -14.8	 0.6	 0.6	 4.8	 2.1	 2.4	 3.2	 5.5	 7.191	 -0.3	 100.0	 0.000	
43129	 0.224	 0.0169	 0.0183	 -12.2	 0.2	 -22.0	 0.6	 0.6	 4.8	 2.1	 2.4	 3.1	 5.5	 7.168	 -0.3	 100.0	 0.000	
43130	 0.284	 0.0213	 0.0184	 -17.8	 2.8	 -17.1	 0.6	 0.6	 4.9	 2.0	 2.4	 3.1	 5.4	 7.140	 0.3	 100.0	 0.001	
43131	 0.142	 0.0184	 0.0185	 -19.7	 3.7	 -13.0	 0.6	 0.6	 5.0	 2.0	 2.3	 3.1	 5.4	 7.115	 0.3	 100.0	 0.000	
43132	 -0.095	 0.0203	 0.0167	 -17.2	 -0.1	 -21.1	 0.6	 0.5	 4.8	 2.0	 2.3	 3.1	 5.4	 7.099	 -0.3	 100.0	 0.000	
43133	 0.296	 0.0200	 0.0185	 -12.7	 1.3	 -21.9	 0.5	 0.5	 4.8	 2.0	 2.3	 3.0	 5.3	 7.074	 -0.6	 99.9	 0.000	
43134	 0.257	 0.0182	 0.0174	 -15.2	 0.4	 -18.0	 0.5	 0.5	 4.9	 2.0	 2.3	 3.0	 5.3	 7.048	 -0.3	 100.0	 0.000	
43135	 0.380	 0.0173	 0.0168	 -21.1	 0.8	 -23.3	 0.5	 0.5	 4.9	 1.9	 2.3	 3.0	 5.2	 7.019	 -0.6	 99.9	 0.000	
43136	 0.129	 0.0186	 0.0189	 -15.0	 0.8	 -19.8	 0.5	 0.5	 4.9	 1.9	 2.2	 2.9	 5.2	 6.996	 -0.9	 100.0	 0.000	
43137	 0.292	 0.0202	 0.0179	 -18.4	 0.7	 -22.4	 0.5	 0.5	 4.8	 1.9	 2.2	 2.9	 5.2	 6.977	 -1.2	 99.8	 0.000	
43138	 0.351	 0.0153	 0.0157	 -19.5	 0.1	 -17.9	 0.5	 0.5	 4.9	 1.9	 2.2	 2.9	 5.1	 6.951	 -1.2	 99.5	 0.000	
43139	 0.239	 0.0167	 0.0170	 -18.4	 0.4	 -21.0	 0.5	 0.5	 4.9	 1.8	 2.2	 2.9	 5.1	 6.926	 -1.2	 99.3	 0.000	
43140	 0.345	 0.0168	 0.0170	 -20.3	 0.2	 -20.6	 0.4	 0.4	 4.9	 1.8	 2.1	 2.8	 5.1	 6.903	 -1.5	 99.8	 0.000	
43141	 0.273	 0.0182	 0.0174	 -17.7	 0.4	 -18.2	 0.4	 0.4	 4.9	 1.8	 2.1	 2.8	 5.0	 6.871	 -1.5	 99.6	 0.000	
43142	 0.170	 0.0192	 0.0166	 -21.2	 1.0	 -16.5	 0.4	 0.4	 4.9	 1.8	 2.1	 2.8	 5.0	 6.853	 -1.2	 96.1	 0.000	
43143	 0.132	 0.0160	 0.0163	 -5.9	 0.6	 -22.0	 0.4	 0.4	 4.8	 1.8	 2.1	 2.8	 5.0	 6.827	 -2.1	 100.0	 0.000	
43144	 0.222	 0.0206	 0.0187	 -16.5	 5.4	 -9.8	 0.4	 0.4	 4.9	 1.7	 2.0	 2.8	 4.9	 6.802	 -1.5	 96.4	 0.000	
43145	 0.205	 0.0206	 0.0181	 -16.0	 4.8	 -0.8	 0.4	 0.4	 4.9	 1.7	 2.0	 2.7	 4.9	 6.779	 -1.5	 76.9	 0.000	
