DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
229	 -5.030	 0.105	 23.3	 135.7	 19.1	 -4.3	 12.1	 0.690	 62.9	 0.000	 0.9	
230	 -6.999	 0.122	 20.6	 95.6	 19.8	 -4.3	 12.2	 0.660	 78.8	 0.000	 0.9	
231	 -9.583	 0.122	 27.4	 106.4	 17.7	 -4.3	 12.2	 0.650	 76.1	 0.090	 0.9	
232	 -5.500	 0.098	 14.7	 98.2	 14.2	 -4.4	 12.3	 0.620	 77.9	 0.000	 1.0	
233	 -5.289	 0.058	 22.3	 79.3	 14.6	 -4.5	 12.3	 0.590	 81.6	 0.000	 1.0	
234	 -7.641	 0.057	 23.4	 106.8	 18.8	 -4.6	 12.4	 0.580	 77.5	 0.000	 1.0	
235	 -6.264	 0.040	 15.1	 68.1	 22.0	 -4.6	 12.4	 0.550	 82.3	 0.000	 1.0	
236	 -5.771	 0.011	 -4.1	 87.2	 20.1	 -4.6	 12.4	 0.530	 66.0	 0.000	 1.0	
237	 -9.702	 -0.002	 21.6	 97.1	 18.1	 -4.7	 12.5	 0.500	 80.9	 1.070	 1.0	
238	 -6.818	 0.002	 18.4	 108.6	 20.2	 -4.7	 12.5	 0.480	 68.3	 0.000	 1.0	
239	 -9.952	 -0.004	 24.9	 91.3	 15.3	 -4.7	 12.5	 0.450	 78.6	 0.000	 1.0	
240	 -11.359	 -0.002	 14.7	 76.2	 15.2	 -4.8	 12.5	 0.430	 83.3	 0.000	 1.0	
241	 -10.734	 0.003	 22.8	 91.0	 18.6	 -4.9	 12.6	 0.420	 78.9	 0.000	 1.0	
242	 -12.963	 0.011	 34.8	 92.3	 18.7	 -4.9	 12.6	 0.390	 85.5	 0.060	 1.0	
243	 -6.020	 0.010	 46.2	 61.1	 17.2	 -5.0	 12.6	 0.390	 96.2	 0.060	 1.0	
244	 -8.149	 0.016	 26.0	 35.8	 20.7	 -5.0	 12.6	 0.420	 97.1	 0.190	 1.0	
245	 -11.305	 0.006	 24.3	 83.8	 17.5	 -4.9	 12.7	 0.420	 80.4	 0.000	 1.0	
246	 -9.002	 0.001	 11.9	 75.8	 14.1	 -5.0	 12.7	 0.390	 85.2	 0.010	 1.0	
247	 -7.790	 -0.003	 32.6	 81.5	 12.3	 -5.1	 12.7	 0.380	 79.9	 0.000	 1.1	
248	 -4.178	 -0.000	 16.0	 73.7	 9.8	 -5.3	 12.7	 0.350	 83.9	 0.000	 1.1	
249	 -6.971	 0.005	 19.4	 84.2	 12.7	 -5.5	 12.7	 0.340	 82.6	 0.000	 1.1	
250	 -8.474	 0.009	 19.6	 82.2	 15.4	 -5.5	 12.7	 0.320	 84.4	 0.000	 1.1	
251	 -11.072	 0.013	 19.4	 89.8	 17.9	 -5.5	 12.7	 0.300	 81.4	 0.000	 1.1	
252	 -12.664	 0.021	 9.2	 98.3	 18.9	 -5.5	 12.7	 0.280	 77.1	 0.000	 1.1	
253	 -12.365	 0.042	 10.8	 83.2	 18.1	 -5.5	 12.7	 0.260	 82.6	 0.000	 1.1	
254	 -14.583	 0.063	 15.0	 87.1	 19.0	 -5.5	 12.7	 0.240	 80.6	 0.000	 1.1	
255	 -10.110	 0.045	 9.4	 88.2	 16.7	 -5.5	 12.7	 0.230	 77.9	 0.000	 1.1	
256	 -4.434	 0.021	 7.0	 76.0	 10.9	 -5.6	 12.7	 0.200	 72.2	 0.000	 1.1	
257	 -2.159	 0.060	 31.8	 60.6	 4.0	 -5.9	 12.7	 0.180	 76.9	 0.000	 1.2	
258	 5.276	 0.097	 14.8	 45.2	 3.1	 -6.1	 12.7	 0.160	 82.1	 0.000	 1.2	
259	 2.652	 0.110	 17.3	 60.7	 5.5	 -6.4	 12.7	 0.150	 76.9	 0.000	 1.3	
260	 -0.532	 0.110	 0.3	 32.3	 7.9	 -6.5	 12.7	 0.140	 83.3	 0.000	 1.3	
261	 0.395	 0.082	 -15.4	 20.5	 11.3	 -6.5	 12.7	 0.180	 93.2	 0.190	 1.3	
262	 -3.495	 0.090	 20.3	 75.4	 11.7	 -6.5	 12.7	 0.180	 81.5	 0.000	 1.3	
263	 -1.145	 0.076	 -13.2	 23.4	 11.1	 -6.5	 12.7	 0.210	 92.9	 0.250	 1.3	
264	 -1.897	 0.107	 -1.6	 40.6	 8.5	 -6.5	 12.7	 0.250	 95.6	 0.250	 1.3	
265	 -2.645	 0.124	 16.9	 37.0	 5.9	 -6.6	 12.6	 0.230	 89.1	 0.000	 1.3	
266	 -1.135	 0.111	 4.7	 47.4	 7.1	 -6.7	 12.6	 0.210	 89.3	 0.000	 1.4	
267	 -0.145	 0.120	 4.7	 36.8	 6.0	 -6.8	 12.5	 0.200	 93.5	 0.000	 1.4	
268	 -0.622	 0.121	 5.0	 45.8	 7.0	 -6.9	 12.5	 0.190	 91.1	 0.000	 1.4	
269	 -1.651	 0.119	 12.9	 65.7	 10.1	 -6.9	 12.5	 0.170	 83.9	 0.000	 1.4	
270	 -2.027	 0.113	 13.7	 63.8	 12.5	 -6.9	 12.4	 0.150	 82.0	 0.000	 1.3	
271	 -1.602	 0.098	 7.2	 62.6	 13.9	 -6.9	 12.4	 0.130	 79.9	 0.000	 1.3	
272	 -2.482	 0.110	 -12.1	 60.1	 13.1	 -6.9	 12.3	 0.130	 71.9	 0.040	 1.3	
273	 -0.109	 0.116	 21.6	 50.5	 6.5	 -7.0	 12.3	 0.110	 75.8	 0.000	 1.3	
274	 -0.050	 0.152	 13.0	 48.5	 6.9	 -7.1	 12.2	 0.090	 69.8	 0.000	 1.3	
275	 -0.722	 0.140	 9.5	 53.0	 12.1	 -7.2	 12.2	 0.080	 72.7	 0.000	 1.3	
276	 -1.681	 0.126	 3.9	 55.5	 13.9	 -7.1	 12.1	 0.070	 70.2	 0.000	 1.2	
277	 -1.635	 0.113	 6.1	 51.8	 14.7	 -7.1	 12.1	 0.050	 67.9	 0.000	 1.1	
278	 -1.037	 0.099	 8.7	 49.1	 17.2	 -7.1	 12.0	 0.030	 61.4	 0.000	 1.1	
279	 -2.297	 0.090	 9.1	 46.7	 16.9	 -7.0	 12.0	 0.010	 60.4	 0.000	 1.1	
280	 -2.584	 0.063	 1.1	 75.2	 20.3	 -6.9	 11.9	 0.200	 61.3	 0.940	 1.0	
281	 -1.817	 0.044	 5.2	 52.0	 17.0	 -6.7	 11.9	 0.180	 68.6	 0.010	 1.2	
282	 -0.632	 0.065	 -8.2	 25.6	 12.6	 -6.7	 11.8	 0.150	 84.1	 0.010	 1.3	
283	 -2.066	 0.074	 2.8	 50.2	 14.3	 -6.8	 11.8	 0.170	 80.0	 0.110	 1.3	
284	 -3.803	 0.072	 6.9	 56.8	 14.8	 -6.8	 11.8	 0.170	 79.8	 0.010	 1.3	
285	 -1.477	 0.079	 -13.4	 23.8	 12.2	 -6.8	 11.7	 0.290	 97.4	 0.490	 1.3	
286	 -0.677	 0.087	 -7.9	 25.2	 10.2	 -6.8	 11.7	 0.300	 87.6	 0.510	 1.3	
287	 -2.144	 0.086	 -2.0	 52.1	 7.1	 -6.9	 11.7	 0.290	 70.5	 0.000	 1.4	
288	 -0.315	 0.086	 -6.6	 38.0	 6.3	 -7.1	 11.7	 0.280	 63.4	 0.000	 1.4	
289	 -1.064	 0.084	 -15.6	 50.3	 6.3	 -7.2	 11.6	 0.260	 61.5	 0.000	 1.5	
290	 -0.225	 0.082	 -3.2	 40.5	 5.7	 -7.4	 11.6	 0.240	 67.0	 0.000	 1.2	
291	 0.694	 0.081	 5.8	 32.9	 2.2	 -7.5	 11.6	 0.240	 85.1	 0.040	 1.0	
292	 -0.453	 0.076	 23.6	 30.1	 2.1	 -7.7	 11.6	 0.230	 83.2	 0.000	 1.0	
293	 1.701	 0.076	 16.6	 26.6	 1.2	 -7.8	 11.6	 0.220	 85.0	 0.000	 1.0	
294	 1.618	 0.070	 4.3	 37.1	 3.9	 -7.9	 11.5	 0.210	 74.3	 0.000	 1.0	
295	 0.998	 0.078	 3.2	 37.3	 6.2	 -8.1	 11.5	 0.200	 73.1	 0.000	 1.0	
296	 1.685	 0.075	 -11.6	 29.4	 5.5	 -8.1	 11.5	 0.230	 88.2	 0.130	 1.0	
297	 1.693	 0.067	 8.1	 28.2	 2.5	 -8.2	 11.4	 0.220	 83.5	 0.000	 1.0	
298	 -0.003	 0.063	 3.1	 32.4	 3.0	 -8.3	 11.4	 0.210	 82.3	 0.000	 1.0	
299	 -0.031	 0.064	 8.7	 37.6	 1.8	 -8.3	 11.3	 0.210	 90.5	 0.090	 1.0	
300	 1.774	 0.061	 10.1	 30.2	 1.2	 0.0	 11.3	 0.220	 91.3	 0.050	 1.0	
301	 1.114	 0.061	 7.5	 40.2	 1.6	 6.7	 11.2	 0.210	 86.0	 0.030	 1.0	
302	 1.423	 0.048	 2.2	 31.7	 0.9	 5.9	 11.2	 0.210	 80.9	 0.000	 1.0	
303	 -0.263	 0.047	 -1.5	 32.8	 4.5	 6.1	 11.1	 0.210	 65.5	 0.000	 1.0	
304	 1.149	 0.056	 -0.0	 23.3	 2.9	 6.2	 11.0	 0.200	 86.0	 0.000	 1.0	
305	 0.531	 0.062	 -2.5	 26.2	 5.0	 6.7	 11.0	 0.210	 78.8	 0.040	 1.0	
306	 0.648	 0.055	 1.2	 19.5	 1.9	 6.0	 10.9	 0.200	 76.3	 0.000	 1.0	
307	 0.972	 0.039	 3.4	 29.8	 0.2	 4.9	 10.8	 0.190	 70.5	 0.000	 1.0	
308	 -0.045	 0.036	 2.7	 31.2	 3.2	 4.3	 10.8	 0.180	 54.8	 0.000	 1.0	
309	 -0.203	 0.049	 1.6	 35.7	 7.5	 4.8	 10.7	 0.170	 67.1	 0.000	 1.0	
310	 0.727	 0.062	 -27.0	 19.2	 6.9	 5.8	 10.6	 0.170	 73.1	 0.000	 1.0	
311	 0.538	 0.055	 -12.4	 24.8	 0.9	 5.3	 10.6	 0.170	 68.7	 0.000	 1.0	
312	 1.341	 0.041	 1.6	 18.4	 -1.9	 4.2	 10.5	 0.160	 80.5	 0.000	 1.0	
313	 2.022	 0.052	 8.7	 16.3	 -1.9	 3.5	 10.4	 0.140	 82.9	 0.000	 1.0	
314	 -0.309	 0.049	 -6.1	 7.2	 -1.5	 3.4	 10.4	 0.140	 78.9	 0.000	 1.0	
315	 0.016	 0.034	 2.7	 23.7	 0.7	 3.2	 10.3	 0.140	 71.2	 0.000	 1.0	
316	 0.079	 0.035	 -5.2	 32.1	 2.9	 3.0	 10.2	 0.140	 69.6	 0.000	 1.0	
317	 0.525	 0.052	 -9.8	 6.8	 1.7	 3.1	 10.1	 0.140	 80.9	 0.000	 1.0	
318	 0.222	 0.042	 -3.6	 15.2	 1.0	 3.9	 10.1	 0.130	 81.4	 0.000	 1.0	
319	 -0.299	 0.040	 -5.6	 12.3	 -0.4	 4.5	 10.0	 0.110	 83.2	 0.050	 1.0	
320	 1.278	 0.049	 -1.1	 8.2	 -5.8	 4.4	 9.9	 0.110	 75.2	 0.010	 1.0	
321	 0.665	 0.039	 7.4	 7.6	 -7.5	 4.3	 9.8	 0.100	 70.7	 0.000	 1.0	
322	 -0.755	 0.033	 -7.2	 5.0	 -4.0	 4.1	 9.8	 0.090	 80.5	 0.110	 1.0	
323	 0.949	 0.042	 -6.5	 1.9	 -7.3	 3.9	 9.7	 0.090	 84.2	 0.000	 1.0	
324	 1.312	 0.025	 -12.0	 0.1	 -12.8	 3.7	 9.6	 0.080	 80.4	 0.000	 1.0	
325	 1.158	 0.027	 -10.7	 -3.7	 -8.4	 3.5	 9.5	 0.080	 92.8	 0.000	 1.0	
326	 0.286	 0.034	 -8.9	 3.3	 -1.1	 3.4	 9.4	 0.070	 92.4	 0.000	 1.0	
327	 -0.108	 0.035	 0.5	 20.1	 2.4	 3.3	 9.4	 0.080	 83.8	 0.000	 1.0	
328	 -0.133	 0.035	 -4.4	 16.6	 2.6	 3.2	 9.3	 0.090	 85.1	 0.000	 1.0	
329	 -0.143	 0.038	 -9.0	 5.7	 1.1	 3.2	 9.2	 0.090	 90.2	 0.000	 1.0	
330	 0.175	 0.034	 -7.1	 17.6	 0.0	 3.2	 9.1	 0.160	 97.5	 0.350	 1.0	
331	 -0.053	 0.037	 -4.6	 11.8	 -3.3	 3.2	 9.0	 0.150	 89.2	 0.000	 1.0	
332	 -0.100	 0.030	 -13.1	 6.0	 -1.3	 3.3	 9.0	 0.140	 78.4	 0.000	 1.0	
333	 -0.132	 0.025	 -10.3	 11.8	 -5.6	 3.2	 8.9	 0.130	 69.2	 0.000	 1.0	
334	 0.136	 0.036	 -7.7	 6.1	 -3.6	 3.1	 8.8	 0.130	 82.1	 0.000	 1.0	
335	 -0.097	 0.026	 -3.0	 5.8	 -9.0	 2.9	 8.7	 0.120	 68.5	 0.000	 1.0	
336	 -0.679	 0.021	 -1.7	 14.8	 -6.1	 2.6	 8.7	 0.110	 66.4	 0.000	 1.0	
337	 -1.251	 0.036	 -0.1	 15.4	 -2.5	 2.5	 8.6	 0.100	 74.8	 0.000	 1.0	
338	 -0.538	 0.023	 4.5	 5.5	 -9.3	 2.3	 8.5	 0.090	 78.1	 0.000	 1.0	
339	 -0.068	 0.021	 1.4	 2.0	 -13.5	 2.1	 8.4	 0.080	 80.3	 0.000	 1.0	
340	 0.070	 0.019	 -8.2	 6.2	 -14.9	 1.9	 8.4	 0.070	 69.8	 0.000	 1.0	
341	 0.131	 0.033	 -2.5	 10.9	 -4.5	 1.8	 8.3	 0.070	 66.5	 0.020	 1.0	
342	 -0.141	 0.024	 -19.3	 3.4	 -11.8	 1.6	 8.2	 0.060	 62.6	 0.000	 1.0	
343	 -0.329	 0.019	 -6.8	 2.7	 -15.6	 1.5	 8.2	 0.050	 66.1	 0.000	 1.0	
344	 -0.913	 0.020	 -7.0	 10.9	 -8.7	 1.4	 8.1	 0.040	 68.7	 0.000	 1.0	
345	 -0.881	 0.022	 -2.7	 13.4	 -2.8	 1.3	 8.0	 0.040	 78.3	 0.000	 1.0	
346	 -0.565	 0.033	 -3.7	 1.1	 -2.5	 1.3	 7.9	 0.030	 93.7	 0.000	 1.0	
347	 -0.921	 0.025	 -8.5	 2.8	 -1.9	 1.3	 7.9	 0.030	 92.3	 0.000	 1.0	
348	 -0.842	 0.026	 -12.3	 9.1	 0.2	 1.2	 7.8	 0.040	 99.2	 0.000	 1.0	
349	 -1.432	 0.028	 -4.0	 9.9	 -5.9	 1.2	 7.7	 0.030	 81.3	 0.000	 1.0	
350	 -0.338	 0.019	 1.2	 2.2	 -13.2	 1.1	 7.6	 0.010	 80.1	 0.000	 1.0	
351	 -0.357	 0.026	 -5.7	 1.2	 -8.3	 1.1	 7.6	 0.020	 82.2	 0.000	 1.0	
352	 -0.737	 0.028	 -5.7	 9.5	 -2.5	 1.1	 7.5	 0.020	 80.6	 0.000	 1.0	
353	 -0.736	 0.028	 -1.2	 5.3	 -5.5	 1.0	 7.4	 0.010	 83.4	 0.000	 1.0	
354	 -0.959	 0.022	 2.1	 14.8	 -4.2	 1.0	 7.3	 0.000	 69.3	 0.000	 1.0	
355	 -0.719	 0.032	 -6.8	 10.9	 -2.7	 1.0	 7.3	 0.000	 70.0	 0.000	 0.9	
356	 -0.743	 0.021	 -9.8	 4.9	 -7.9	 0.9	 7.2	 -0.020	 76.6	 0.000	 0.9	
357	 -0.497	 0.028	 -5.4	 0.6	 -5.8	 0.9	 7.1	 -0.010	 86.8	 0.020	 0.8	
358	 -0.582	 0.025	 -8.9	 2.9	 -4.8	 0.9	 7.0	 -0.020	 81.3	 0.000	 0.8	
359	 -0.499	 0.030	 -9.2	 4.7	 -0.7	 0.9	 7.0	 -0.020	 78.3	 0.000	 0.8	
360	 -0.873	 0.027	 -5.1	 28.1	 2.5	 0.9	 6.9	 -0.020	 58.2	 0.000	 0.8	
361	 -0.429	 0.025	 12.4	 11.7	 -9.0	 0.8	 6.8	 -0.010	 70.9	 0.000	 0.8	
362	 -0.955	 0.022	 -9.0	 8.7	 -8.6	 0.8	 6.8	 -0.020	 71.4	 0.000	 0.8	
363	 -0.579	 0.023	 -5.4	 -2.0	 -7.1	 0.7	 6.7	 -0.030	 88.5	 0.020	 0.7	
364	 -0.830	 0.021	 -5.0	 -1.4	 -8.2	 0.7	 6.6	 -0.030	 88.7	 0.000	 0.7	
365	 -0.853	 0.026	 -10.2	 -4.8	 -4.7	 0.7	 6.6	 -0.040	 95.6	 0.020	 0.7	
